HospitalID,HospitalName,State,City,Type,Beds,ICU_Beds,Ventilators,DoctorID,DoctorName,Specialization,ExperienceYears
H013,Hospital_13,Karnataka,Kochi,Government,1229,100,65,D1359,Dr_Name_1359,Cardiologist,8
H013,Hospital_13,Karnataka,Kochi,Government,1229,100,65,D1588,Dr_Name_1588,Gastroenterologist,5
H013,Hospital_13,Karnataka,Kochi,Government,1229,100,65,D1709,Dr_Name_1709,Orthopedic Surgeon,27
H013,Hospital_13,Karnataka,Kochi,Government,1229,100,65,D1760,Dr_Name_1760,Pediatrician,27
H013,Hospital_13,Karnataka,Kochi,Government,1229,100,65,D1812,Dr_Name_1812,Pediatrician,29
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D0294,Dr_Name_294,General Physician,3
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D0435,Dr_Name_435,Orthopedic Surgeon,24
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D0451,Dr_Name_451,Oncologist,17
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D0708,Dr_Name_708,Neurologist,17
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D0901,Dr_Name_901,Orthopedic Surgeon,12
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D0984,Dr_Name_984,Neurologist,15
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D0996,Dr_Name_996,Oncologist,27
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D1019,Dr_Name_1019,Pulmonologist,13
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D1470,Dr_Name_1470,Gastroenterologist,25
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D1488,Dr_Name_1488,Pediatrician,7
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D1572,Dr_Name_1572,Orthopedic Surgeon,6
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D1820,Dr_Name_1820,Oncologist,4
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D1855,Dr_Name_1855,Neurologist,17
H014,Hospital_14,Karnataka,Ahmedabad,Private,756,99,126,D1974,Dr_Name_1974,Pulmonologist,22
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D0025,Dr_Name_25,Neurologist,20
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D0054,Dr_Name_54,Pediatrician,3
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D0465,Dr_Name_465,Neurologist,22
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D0732,Dr_Name_732,Pulmonologist,3
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D0763,Dr_Name_763,Neurologist,5
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D0772,Dr_Name_772,Pulmonologist,20
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D0797,Dr_Name_797,Neurologist,22
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D1199,Dr_Name_1199,General Physician,11
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D1219,Dr_Name_1219,General Physician,5
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D1282,Dr_Name_1282,Gastroenterologist,10
H015,Hospital_15,Uttar Pradesh,Bangalore,Private,219,28,55,D1719,Dr_Name_1719,Gastroenterologist,13
H016,Hospital_16,Kerala,Kochi,Private,930,48,25,D0428,Dr_Name_428,Cardiologist,13
H016,Hospital_16,Kerala,Kochi,Private,930,48,25,D0472,Dr_Name_472,Oncologist,25
H016,Hospital_16,Kerala,Kochi,Private,930,48,25,D0493,Dr_Name_493,Cardiologist,14
H016,Hospital_16,Kerala,Kochi,Private,930,48,25,D1429,Dr_Name_1429,Orthopedic Surgeon,22
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D0146,Dr_Name_146,Pulmonologist,18
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D0318,Dr_Name_318,Cardiologist,23
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D0380,Dr_Name_380,Pulmonologist,19
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D0402,Dr_Name_402,Oncologist,24
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D0450,Dr_Name_450,Orthopedic Surgeon,17
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D0675,Dr_Name_675,Neurologist,27
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D0698,Dr_Name_698,Orthopedic Surgeon,29
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D0800,Dr_Name_800,Pulmonologist,7
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D1555,Dr_Name_1555,Pulmonologist,25
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D1617,Dr_Name_1617,Neurologist,13
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D1659,Dr_Name_1659,Pulmonologist,3
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D1720,Dr_Name_1720,Neurologist,11
H017,Hospital_17,Maharashtra,Mumbai,Private,1181,135,9,D1851,Dr_Name_1851,Cardiologist,26
H018,Hospital_18,Uttar Pradesh,Kochi,Government,1469,182,96,D0196,Dr_Name_196,Pediatrician,1
H018,Hospital_18,Uttar Pradesh,Kochi,Government,1469,182,96,D0483,Dr_Name_483,Neurologist,29
H018,Hospital_18,Uttar Pradesh,Kochi,Government,1469,182,96,D0771,Dr_Name_771,Gastroenterologist,10
H018,Hospital_18,Uttar Pradesh,Kochi,Government,1469,182,96,D0816,Dr_Name_816,Oncologist,18
H018,Hospital_18,Uttar Pradesh,Kochi,Government,1469,182,96,D0973,Dr_Name_973,Oncologist,2
H018,Hospital_18,Uttar Pradesh,Kochi,Government,1469,182,96,D1744,Dr_Name_1744,Gastroenterologist,20
H019,Hospital_19,Uttar Pradesh,Noida,Government,840,150,65,D0195,Dr_Name_195,Pediatrician,26
H019,Hospital_19,Uttar Pradesh,Noida,Government,840,150,65,D0396,Dr_Name_396,Orthopedic Surgeon,15
H019,Hospital_19,Uttar Pradesh,Noida,Government,840,150,65,D1148,Dr_Name_1148,Oncologist,9
H019,Hospital_19,Uttar Pradesh,Noida,Government,840,150,65,D1223,Dr_Name_1223,Orthopedic Surgeon,22
H019,Hospital_19,Uttar Pradesh,Noida,Government,840,150,65,D1297,Dr_Name_1297,Neurologist,12
H019,Hospital_19,Uttar Pradesh,Noida,Government,840,150,65,D1341,Dr_Name_1341,General Physician,5
H019,Hospital_19,Uttar Pradesh,Noida,Government,840,150,65,D1779,Dr_Name_1779,General Physician,13
H019,Hospital_19,Uttar Pradesh,Noida,Government,840,150,65,D1884,Dr_Name_1884,Pediatrician,22
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D0276,Dr_Name_276,Orthopedic Surgeon,3
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D0564,Dr_Name_564,Pediatrician,17
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D0950,Dr_Name_950,Cardiologist,11
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D1028,Dr_Name_1028,Cardiologist,28
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D1055,Dr_Name_1055,General Physician,23
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D1067,Dr_Name_1067,Gastroenterologist,29
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D1479,Dr_Name_1479,Pulmonologist,27
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D1517,Dr_Name_1517,Gastroenterologist,13
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D1825,Dr_Name_1825,Orthopedic Surgeon,21
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D1836,Dr_Name_1836,Neurologist,24
H020,Hospital_20,Karnataka,Ahmedabad,Government,216,135,26,D1850,Dr_Name_1850,Pediatrician,7
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D0749,Dr_Name_749,Cardiologist,11
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D0815,Dr_Name_815,General Physician,20
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D0975,Dr_Name_975,Cardiologist,22
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D1208,Dr_Name_1208,Gastroenterologist,28
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D1221,Dr_Name_1221,Cardiologist,20
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D1278,Dr_Name_1278,Cardiologist,9
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D1611,Dr_Name_1611,Orthopedic Surgeon,1
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D1630,Dr_Name_1630,Neurologist,9
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D1662,Dr_Name_1662,Pulmonologist,2
H021,Hospital_21,Tamil Nadu,Bangalore,Government,890,67,74,D1991,Dr_Name_1991,Oncologist,16
H022,Hospital_22,Kerala,Bangalore,Government,1250,157,5,D0300,Dr_Name_300,Gastroenterologist,4
H022,Hospital_22,Kerala,Bangalore,Government,1250,157,5,D0692,Dr_Name_692,Oncologist,27
H022,Hospital_22,Kerala,Bangalore,Government,1250,157,5,D0705,Dr_Name_705,Neurologist,16
H022,Hospital_22,Kerala,Bangalore,Government,1250,157,5,D0742,Dr_Name_742,Gastroenterologist,29
H022,Hospital_22,Kerala,Bangalore,Government,1250,157,5,D0893,Dr_Name_893,Gastroenterologist,10
H022,Hospital_22,Kerala,Bangalore,Government,1250,157,5,D1729,Dr_Name_1729,Pulmonologist,26
H022,Hospital_22,Kerala,Bangalore,Government,1250,157,5,D1757,Dr_Name_1757,Oncologist,10
H022,Hospital_22,Kerala,Bangalore,Government,1250,157,5,D1770,Dr_Name_1770,Oncologist,16
H023,Hospital_23,Delhi,Chennai,Government,1112,70,137,D0005,Dr_Name_5,Oncologist,22
H023,Hospital_23,Delhi,Chennai,Government,1112,70,137,D0080,Dr_Name_80,Gastroenterologist,19
H023,Hospital_23,Delhi,Chennai,Government,1112,70,137,D0655,Dr_Name_655,Neurologist,28
H023,Hospital_23,Delhi,Chennai,Government,1112,70,137,D1152,Dr_Name_1152,Pulmonologist,12
H023,Hospital_23,Delhi,Chennai,Government,1112,70,137,D1411,Dr_Name_1411,Gastroenterologist,20
H023,Hospital_23,Delhi,Chennai,Government,1112,70,137,D1780,Dr_Name_1780,Neurologist,11
H024,Hospital_24,Uttar Pradesh,Mumbai,Private,1181,136,16,D0286,Dr_Name_286,Oncologist,29
H024,Hospital_24,Uttar Pradesh,Mumbai,Private,1181,136,16,D0769,Dr_Name_769,Gastroenterologist,22
H024,Hospital_24,Uttar Pradesh,Mumbai,Private,1181,136,16,D0791,Dr_Name_791,Oncologist,9
H024,Hospital_24,Uttar Pradesh,Mumbai,Private,1181,136,16,D0944,Dr_Name_944,Gastroenterologist,24
H024,Hospital_24,Uttar Pradesh,Mumbai,Private,1181,136,16,D1338,Dr_Name_1338,Orthopedic Surgeon,24
H024,Hospital_24,Uttar Pradesh,Mumbai,Private,1181,136,16,D1838,Dr_Name_1838,Pulmonologist,16
H024,Hospital_24,Uttar Pradesh,Mumbai,Private,1181,136,16,D1862,Dr_Name_1862,Gastroenterologist,21
H024,Hospital_24,Uttar Pradesh,Mumbai,Private,1181,136,16,D1950,Dr_Name_1950,Pulmonologist,12
H025,Hospital_25,Maharashtra,New Delhi,Government,733,114,94,D0138,Dr_Name_138,Pulmonologist,13
H025,Hospital_25,Maharashtra,New Delhi,Government,733,114,94,D0154,Dr_Name_154,Oncologist,25
